,Curvature,Moment,NeutralAxis,MinorAxisMoment,Axial,Slope
84,0.0005656666666666667,0.0,2.7291914435847713e+59,0.0,-180,0.0
85,0.0005724,0.0,9.123814625659812e+59,0.0,-180,0.0
86,0.0005791333333333334,0.0,3.039704469564903e+60,0.0,-180,0.0
87,0.0005858666666666666,0.0,1.0092702481354473e+61,0.0,-180,0.0
88,0.0005926,0.0,3.339746033770711e+61,0.0,-180,0.0
89,0.0005993333333333333,0.0,1.101432435704684e+62,0.0,-180,0.0
90,0.0006060666666666667,0.0,3.620338968705509e+62,0.0,-180,0.0
91,0.0006128,0.0,1.186030870381305e+63,0.0,-180,0.0
92,0.0006195333333333333,0.0,3.872634330455288e+63,0.0,-180,0.0
93,0.0006262666666666666,0.0,1.260343741885389e+64,0.0,-180,0.0
94,0.000633,0.0,4.08838469904599e+64,0.0,-180,0.0
95,0.0006397333333333333,0.0,1.321912958143306e+65,0.0,-180,0.0
96,0.0006464666666666667,0.0,4.260400115355393e+65,0.0,-180,0.0
97,0.0006532,0.0,1.3686812850997421e+66,0.0,-180,0.0
98,0.0006599333333333333,0.0,4.382950881884237e+66,0.0,-180,0.0
99,0.0006666666666666666,0.0,1.3991074313115355e+67,0.0,-180,0.0
